,wage,educ,exper,tenure,nonwhite,female,married,numdep,smsa,northcen,south,west,construc,ndurman,trcommpu,trade,services,profserv,profocc,clerocc,servocc,lwage,expersq,tenursq
128,2.9,10,23.0,2,0.0,1.0,0,2.0,0,0.0,1,0.0,0.0,0,0,0.0,0,1,0,0,1,1.064711,529,4
129,5.0,11,13.0,1,0.0,0.0,1,0.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.609438,169,1
130,8.92,18,3.0,3,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,2.188296,9,9
131,5.0,15,15.0,0,0.0,0.0,0,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.609438,225,0
132,3.52,12,48.0,1,0.0,0.0,1,0.0,0,0.0,1,0.0,0.0,0,0,0.0,0,1,0,0,0,1.258461,2304,1
133,2.9,11,6.0,0,0.0,1.0,0,1.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.064711,36,0
134,4.5,12,12.0,0,0.0,0.0,1,3.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.504077,144,0
135,2.25,12,5.0,0,0.0,1.0,0,2.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,1,0.8109301999999999,25,0
136,5.0,14,19.0,5,0.0,0.0,1,4.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.609438,361,25
137,10.0,16,9.0,3,1.0,0.0,1,2.0,1,0.0,1,0.0,0.0,0,0,0.0,0,0,1,0,0,2.3025849999999997,81,9
138,3.75,2,39.0,13,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,0,0,1,1.321756,1521,169
139,10.0,14,28.0,11,0.0,1.0,1,0.0,1,0.0,1,0.0,0.0,1,0,0.0,0,0,1,0,0,2.3025849999999997,784,121
140,10.95,16,23.0,20,0.0,0.0,1,4.0,1,0.0,1,0.0,0.0,1,0,0.0,0,0,1,0,0,2.393339,529,400
141,7.9,12,2.0,0,0.0,0.0,0,0.0,1,0.0,1,0.0,1.0,0,0,0.0,0,0,0,0,0,2.066863,4,0
142,4.72,12,15.0,1,0.0,1.0,0,0.0,1,0.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,1.551809,225,1
143,5.84,13,5.0,0,0.0,1.0,1,1.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,0,1,0,1.764731,25,0
144,3.83,12,18.0,2,0.0,1.0,0,3.0,1,0.0,1,0.0,0.0,0,0,0.0,0,0,0,1,0,1.342865,324,4
145,3.2,15,2.0,2,0.0,1.0,0,2.0,1,0.0,1,0.0,0.0,0,1,0.0,0,0,0,0,0,1.163151,4,4
146,2.0,10,3.0,0,1.0,1.0,0,5.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,1,0.6931472,9,0
147,4.5,12,31.0,4,0.0,1.0,1,3.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,0,1,0,1.504077,961,16
148,11.55,16,20.0,5,0.0,1.0,1,3.0,1,0.0,1,0.0,1.0,0,0,0.0,0,0,0,1,0,2.446686,400,25
149,2.14,13,34.0,15,1.0,1.0,1,0.0,1,0.0,1,0.0,0.0,0,0,0.0,1,0,0,0,0,0.7608059,1156,225
150,2.38,9,5.0,0,1.0,0.0,0,5.0,1,0.0,1,0.0,0.0,0,0,0.0,0,0,0,0,1,0.8671004999999999,25,0
151,3.75,12,11.0,0,0.0,0.0,0,1.0,1,0.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,1.321756,121,0
152,5.52,13,31.0,3,0.0,0.0,0,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.708378,961,9
153,6.5,12,8.0,5,0.0,1.0,1,0.0,1,0.0,1,0.0,0.0,0,1,0.0,0,0,0,1,0,1.871802,64,25
154,3.1,12,2.0,2,0.0,1.0,0,1.0,1,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.131402,4,4
155,10.0,14,18.0,5,0.0,0.0,1,2.0,1,0.0,1,0.0,0.0,0,0,0.0,0,0,1,0,0,2.3025849999999997,324,25
156,6.63,16,3.0,0,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,1.891605,9,0
157,10.0,16,3.0,2,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0,1,0.0,0,0,1,0,0,2.3025849999999997,9,4
158,2.31,9,4.0,1,0.0,1.0,0,5.0,0,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,1,0.8372475,16,1
159,6.88,18,4.0,4,0.0,0.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.9286189999999999,16,16
160,2.83,10,1.0,0,0.0,0.0,0,4.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,1.0402770000000001,1,0
161,3.13,10,1.0,0,0.0,1.0,0,1.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.141033,1,0
162,8.0,13,28.0,5,0.0,0.0,1,1.0,1,1.0,0,0.0,0.0,0,0,0.0,1,0,1,0,0,2.079442,784,25
163,4.5,12,47.0,4,0.0,1.0,1,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,1,0,1.504077,2209,16
164,8.65,18,13.0,1,0.0,1.0,0,0.0,1,1.0,0,0.0,0.0,1,0,0.0,0,0,1,0,0,2.157559,169,1
165,2.0,13,2.0,6,0.0,1.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,1,0,0,0,1,0.6931472,4,36
166,4.75,12,48.0,2,0.0,1.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,0,1,1.5581450000000001,2304,4
167,6.25,13,6.0,5,0.0,1.0,1,1.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.832582,36,25
168,6.0,13,8.0,0,0.0,0.0,1,2.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,0,1,1.791759,64,0
169,15.38,13,25.0,21,0.0,0.0,1,2.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,2.733068,625,441
170,14.58,18,13.0,7,0.0,1.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,2.679651,169,49
171,12.5,12,8.0,1,0.0,0.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,2.525729,64,1
172,5.25,12,19.0,10,0.0,1.0,1,2.0,1,1.0,0,0.0,0.0,0,1,0.0,0,0,0,1,0,1.6582279999999998,361,100
173,2.17,13,1.0,4,0.0,1.0,0,1.0,1,1.0,0,0.0,0.0,1,0,0.0,0,0,0,0,1,0.7747272,1,16
174,7.14,12,43.0,5,0.0,1.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.965713,1849,25
175,6.22,12,19.0,9,0.0,1.0,1,1.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,1,0,1.8277700000000001,361,81
176,9.0,12,11.0,5,0.0,1.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,2.197225,121,25
177,10.0,14,43.0,4,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,2.3025849999999997,1849,16
178,5.77,10,44.0,3,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.752672,1936,9
179,4.0,12,22.0,11,0.0,1.0,1,2.0,1,1.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,1.3862940000000001,484,121
180,8.75,16,3.0,2,0.0,0.0,1,1.0,1,1.0,0,0.0,0.0,1,0,0.0,0,0,1,0,0,2.169054,9,4
181,6.53,16,3.0,2,0.0,1.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.876407,9,4
182,7.6,12,41.0,11,0.0,1.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,2.028148,1681,121
183,5.0,14,5.0,0,0.0,0.0,0,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,1.609438,25,0
184,5.0,12,14.0,11,0.0,1.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,0,1,1.609438,196,121
185,21.86,12,24.0,16,0.0,0.0,1,3.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,3.084659,576,256
186,8.64,12,28.0,8,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,1,0,0.0,0,0,1,0,0,2.156403,784,64
187,3.3,12,25.0,8,0.0,0.0,1,1.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,1.193922,625,64
188,4.44,12,3.0,0,0.0,0.0,0,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.4906540000000001,9,0
189,4.55,12,11.0,0,0.0,0.0,1,0.0,0,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.5151270000000001,121,0
190,3.5,12,7.0,6,1.0,1.0,1,0.0,0,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.2527629999999998,49,36
191,6.25,16,9.0,2,0.0,0.0,1,1.0,0,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.832582,81,4
192,3.85,16,5.0,0,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,1.3480729999999999,25,0
